Sample	Dataset	Tool	Percent_identity	Correlation
sample_32	mammal	Tax4Fun2	97	0.7602206647055942
sample_33	mammal	Tax4Fun2	97	0.7548688292279078
sample_34	mammal	Tax4Fun2	97	0.7536234515159562
sample_35	mammal	Tax4Fun2	97	0.7680665546797454
sample_36	mammal	Tax4Fun2	97	0.7377653023702105
sample_37	mammal	Tax4Fun2	97	0.7628191161944454
sample_38	mammal	Tax4Fun2	97	0.7076651600011192
sample_39	mammal	Tax4Fun2	97	0.7791437970343906
sample_40	mammal	Tax4Fun2	97	0.7628925218853454
sample_41	mammal	Tax4Fun2	97	0.7589694985011156
sample_42	mammal	Tax4Fun2	97	0.7888586961512003
sample_43	mammal	Tax4Fun2	97	0.724644434362658
sample_44	mammal	Tax4Fun2	97	0.7785859652241491
sample_45	mammal	Tax4Fun2	97	0.7572240253807551
sample_46	mammal	Tax4Fun2	97	0.8018892249072368
sample_47	mammal	Tax4Fun2	97	0.8102555791255177
sample_48	mammal	Tax4Fun2	97	0.7876781637769928
sample_49	mammal	Tax4Fun2	97	0.7753370139254551
sample_50	mammal	Tax4Fun2	97	0.7611587385380985
sample_51	mammal	Tax4Fun2	97	0.7580164844608555
sample_52	mammal	Tax4Fun2	97	0.7433909215944217
sample_53	mammal	Tax4Fun2	97	0.7451007545998174
sample_54	mammal	Tax4Fun2	97	0.7467113866906531
sample_55	mammal	Tax4Fun2	97	0.7872278689720079
sample_56	mammal	Tax4Fun2	97	0.7580607984334427
sample_57	mammal	Tax4Fun2	97	0.7495076717749545
sample_58	mammal	Tax4Fun2	97	0.7742451263323692
sample_59	mammal	Tax4Fun2	97	0.7480274457814637
sample_60	mammal	Tax4Fun2	97	0.7364275961215824
sample_61	mammal	Tax4Fun2	97	0.7543205364450207
sample_62	mammal	Tax4Fun2	97	0.7588480342336307
sample_63	mammal	Tax4Fun2	97	0.8033244047312977
sample_64	mammal	Tax4Fun2	97	0.7606319287115417
sample_65	mammal	Tax4Fun2	97	0.8135960061687364
sample_66	mammal	Tax4Fun2	97	0.7851035891432743
sample_67	mammal	Tax4Fun2	97	0.744507356339163
sample_68	mammal	Tax4Fun2	97	0.7770986351683877
sample_69	mammal	Tax4Fun2	97	0.7474397583276926
sample_70	mammal	Tax4Fun2	97	0.7742653165246679
sample_71	mammal	Tax4Fun2	97	0.7493630234637105
sample_72	mammal	Tax4Fun2	97	0.7461836654504475
sample_73	mammal	Tax4Fun2	97	0.7529361831833475
sample_74	mammal	Tax4Fun2	97	0.7805351783424954
sample_75	mammal	Tax4Fun2	97	0.7703814190395568
sample_76	mammal	Tax4Fun2	97	0.7567641525197444
sample_77	mammal	Tax4Fun2	97	0.7396246036522679
sample_78	mammal	Tax4Fun2	97	0.7768509657696568
sample_79	mammal	Tax4Fun2	97	0.7448508817897511
sample_80	mammal	Tax4Fun2	97	0.7584010295785186
sample_81	mammal	Tax4Fun2	97	0.7192809968853484
sample_82	mammal	Tax4Fun2	97	0.7878379714024105
sample_83	mammal	Tax4Fun2	97	0.7944008135656804
sample_84	mammal	Tax4Fun2	97	0.7515068691126825
sample_85	mammal	Tax4Fun2	97	0.745951170397845
sample_86	mammal	Tax4Fun2	97	0.7248931786947659
sample_87	mammal	Tax4Fun2	97	0.7417245156911927
sample_88	mammal	Tax4Fun2	97	0.770349415385953
sample_89	mammal	Tax4Fun2	97	0.766619049664902
sample_90	mammal	Tax4Fun2	97	0.750383876244979
sample_91	mammal	Tax4Fun2	97	0.7489755888867338
sample_92	mammal	Tax4Fun2	97	0.7639669633901911
sample_93	mammal	Tax4Fun2	97	0.8079106768793425
sample_94	mammal	Tax4Fun2	97	0.7469543125822654
sample_95	mammal	Tax4Fun2	97	0.7431715055422127
sample_96	mammal	Tax4Fun2	97	0.7707444680406373
sample_97	mammal	Tax4Fun2	97	0.7409819628756832
sample_98	mammal	Tax4Fun2	97	0.7843647760669116
sample_99	mammal	Tax4Fun2	97	0.7494043939725298
sample_100	mammal	Tax4Fun2	97	0.7448642195229292
sample_0	plants	MicFunPred	97	0.9204144901360629
sample_1	plants	MicFunPred	97	0.9088055890764323
sample_2	plants	MicFunPred	97	0.8971389506055113
sample_3	plants	MicFunPred	97	0.9106206150096979
sample_4	plants	MicFunPred	97	0.8914784979992486
sample_5	plants	MicFunPred	97	0.9301376551121195
sample_6	plants	MicFunPred	97	0.9213105843930286
sample_7	plants	MicFunPred	97	0.9384666222536409
sample_8	plants	MicFunPred	97	0.8907352888197485
sample_9	plants	MicFunPred	97	0.886590345986996
sample_10	plants	MicFunPred	97	0.9251768267517768
sample_11	plants	MicFunPred	97	0.9065572808946776
sample_12	plants	MicFunPred	97	0.8142161859645779
sample_13	plants	MicFunPred	97	0.8694688569050103
sample_14	plants	MicFunPred	97	0.8950901893022324
sample_15	plants	MicFunPred	97	0.8285766997975147
sample_16	plants	MicFunPred	97	0.8933384577223624
sample_17	plants	MicFunPred	97	0.9306209662223268
sample_18	plants	MicFunPred	97	0.9131934744722534
sample_19	plants	MicFunPred	97	0.9021340888890746
sample_20	plants	MicFunPred	97	0.8845315625952886
sample_21	plants	MicFunPred	97	0.9110355616414368
sample_22	plants	MicFunPred	97	0.935833556940758
sample_23	plants	MicFunPred	97	0.9063224478391992
sample_24	plants	MicFunPred	97	0.8978872398951654
sample_25	plants	MicFunPred	97	0.886362310594828
sample_26	plants	MicFunPred	97	0.8870338816366936
sample_27	plants	MicFunPred	97	0.9504588001648409
sample_28	plants	MicFunPred	97	0.9017002524258412
sample_29	plants	MicFunPred	97	0.8837312379013207
sample_30	plants	MicFunPred	97	0.8646517940166224
sample_31	plants	MicFunPred	97	0.8761872066360713
sample_32	plants	MicFunPred	97	0.9264555623638531
sample_33	plants	MicFunPred	97	0.8962047994983362
sample_34	plants	MicFunPred	97	0.8675259905696833
sample_35	plants	MicFunPred	97	0.9288404523961165
sample_36	plants	MicFunPred	97	0.9219085637945715
sample_37	plants	MicFunPred	97	0.9075201377224037
sample_38	plants	MicFunPred	97	0.9128725512196911
sample_39	plants	MicFunPred	97	0.9112799738729173
sample_40	plants	MicFunPred	97	0.9474809939859574
sample_41	plants	MicFunPred	97	0.9384642416126416
sample_42	plants	MicFunPred	97	0.9017893326190751
sample_43	plants	MicFunPred	97	0.882576434156279
sample_44	plants	MicFunPred	97	0.9317439862803353
sample_45	plants	MicFunPred	97	0.9249123333204544
sample_46	plants	MicFunPred	97	0.9096997020641594
sample_47	plants	MicFunPred	97	0.8854854432072774
sample_48	plants	MicFunPred	97	0.917939397383123
sample_49	plants	MicFunPred	97	0.9214523192512662
sample_50	plants	MicFunPred	97	0.910421788390124
sample_51	plants	MicFunPred	97	0.8201044757741858
sample_52	plants	MicFunPred	97	0.890478851746365
sample_53	plants	MicFunPred	97	0.872658628862427
sample_54	plants	MicFunPred	97	0.9173861652872424
sample_55	plants	MicFunPred	97	0.9165252525048876
sample_56	plants	MicFunPred	97	0.8876249877901783
sample_57	plants	MicFunPred	97	0.9070028187884119
sample_58	plants	MicFunPred	97	0.9384736871403595
sample_59	plants	MicFunPred	97	0.9427205912829566
sample_60	plants	MicFunPred	97	0.9110633276599284
sample_61	plants	MicFunPred	97	0.938245364100642
sample_62	plants	MicFunPred	97	0.864401314725694
sample_63	plants	MicFunPred	97	0.9012519424004338
sample_64	plants	MicFunPred	97	0.8772446305704393
sample_65	plants	MicFunPred	97	0.923789192008598
sample_66	plants	MicFunPred	97	0.8982818123524132
sample_67	plants	MicFunPred	97	0.9228635406246914
sample_68	plants	MicFunPred	97	0.9138303518214723
sample_69	plants	MicFunPred	97	0.8411383176746244
sample_70	plants	MicFunPred	97	0.8770645810519355
sample_71	plants	MicFunPred	97	0.9116077646747348
sample_72	plants	MicFunPred	97	0.9339151983513722
sample_73	plants	MicFunPred	97	0.8863158532665949
sample_74	plants	MicFunPred	97	0.8818359884660464
sample_75	plants	MicFunPred	97	0.9236057307553659
sample_76	plants	MicFunPred	97	0.9340879718986277
sample_77	plants	MicFunPred	97	0.8253629312608273
sample_78	plants	MicFunPred	97	0.8829777527541599
sample_79	plants	MicFunPred	97	0.9142472743062604
sample_80	plants	MicFunPred	97	0.9236491822160048
sample_81	plants	MicFunPred	97	0.9291171284531375
sample_82	plants	MicFunPred	97	0.8852354198775259
sample_83	plants	MicFunPred	97	0.8895426148675738
sample_84	plants	MicFunPred	97	0.9434627847263659
sample_85	plants	MicFunPred	97	0.9451203572949558
sample_86	plants	MicFunPred	97	0.8418351045005437
sample_87	plants	MicFunPred	97	0.9260932833449795
sample_88	plants	MicFunPred	97	0.8707370626127128
sample_89	plants	MicFunPred	97	0.8514676461967452
sample_90	plants	MicFunPred	97	0.9181155165562773
sample_91	plants	MicFunPred	97	0.8998963888229826
sample_92	plants	MicFunPred	97	0.8878496650844957
sample_93	plants	MicFunPred	97	0.9278394002326968
sample_94	plants	MicFunPred	97	0.940170965508022
sample_95	plants	MicFunPred	97	0.9167494091423748
sample_96	plants	MicFunPred	97	0.8893317532968537
sample_97	plants	MicFunPred	97	0.8989603999140761
sample_98	plants	MicFunPred	97	0.8715774835519139
sample_99	plants	MicFunPred	97	0.8659296552636166
sample_100	plants	MicFunPred	97	0.8985152859603742
sample_0	plants	Piphillin	97	0.9007896525757668
sample_1	plants	Piphillin	97	0.8864274682757087
sample_2	plants	Piphillin	97	0.9013880703580657
sample_3	plants	Piphillin	97	0.8797644412638312
sample_4	plants	Piphillin	97	0.91327027984658
sample_5	plants	Piphillin	97	0.913901910135421
sample_6	plants	Piphillin	97	0.8917016315269601
sample_7	plants	Piphillin	97	0.895535632649271
sample_8	plants	Piphillin	97	0.8919694861753809
sample_9	plants	Piphillin	97	0.9025815347506789
sample_10	plants	Piphillin	97	0.9179951667051814
sample_11	plants	Piphillin	97	0.915101967373
sample_12	plants	Piphillin	97	0.8668571730045317
sample_13	plants	Piphillin	97	0.8877643476981774
sample_14	plants	Piphillin	97	0.8831686086329947
sample_15	plants	Piphillin	97	0.9041743710739369
sample_16	plants	Piphillin	97	0.8798424915216044
sample_17	plants	Piphillin	97	0.9102212588211696
sample_18	plants	Piphillin	97	0.9137285660771852
sample_19	plants	Piphillin	97	0.9183576469246564
sample_20	plants	Piphillin	97	0.8812604620662862
sample_21	plants	Piphillin	97	0.9298294245616076
sample_22	plants	Piphillin	97	0.9196110877636328
sample_23	plants	Piphillin	97	0.8869632950806391
sample_24	plants	Piphillin	97	0.8749948838287473
sample_25	plants	Piphillin	97	0.8973994976017278
sample_26	plants	Piphillin	97	0.8754658206404746
sample_27	plants	Piphillin	97	0.912939748807597
sample_28	plants	Piphillin	97	0.8855438039512586
sample_29	plants	Piphillin	97	0.8800226555085088
sample_30	plants	Piphillin	97	0.8866039355416043
sample_31	plants	Piphillin	97	0.904163975504847
sample_32	plants	Piphillin	97	0.9053756172755603
sample_33	plants	Piphillin	97	0.8814713340550845
sample_34	plants	Piphillin	97	0.8675369093250065
sample_35	plants	Piphillin	97	0.8794351583298058
sample_36	plants	Piphillin	97	0.9166585710470352
sample_37	plants	Piphillin	97	0.9037164853687155
sample_38	plants	Piphillin	97	0.8926203038533475
sample_39	plants	Piphillin	97	0.9062507802126903
sample_40	plants	Piphillin	97	0.9226404834513605
sample_41	plants	Piphillin	97	0.930102422250782
sample_42	plants	Piphillin	97	0.899587591448649
sample_43	plants	Piphillin	97	0.9056674779019048
sample_44	plants	Piphillin	97	0.9162126544306662
sample_45	plants	Piphillin	97	0.9098133243599515
sample_46	plants	Piphillin	97	0.9215053129901191
sample_47	plants	Piphillin	97	0.8919586385204298
sample_48	plants	Piphillin	97	0.8824882418187684
sample_49	plants	Piphillin	97	0.9077587504598502
sample_50	plants	Piphillin	97	0.9045617270939978
sample_51	plants	Piphillin	97	0.859212945925487
sample_52	plants	Piphillin	97	0.8788136553684195
sample_53	plants	Piphillin	97	0.9137485670161355
sample_54	plants	Piphillin	97	0.8959600011097724
sample_55	plants	Piphillin	97	0.8942335343965767
sample_56	plants	Piphillin	97	0.8758678825723657
sample_57	plants	Piphillin	97	0.8906872197530553
sample_58	plants	Piphillin	97	0.9127925663248683
sample_59	plants	Piphillin	97	0.92227145992286
sample_60	plants	Piphillin	97	0.8805926535102367
sample_61	plants	Piphillin	97	0.9083091811031037
sample_62	plants	Piphillin	97	0.8954914679398264
sample_63	plants	Piphillin	97	0.8992635097095083
sample_64	plants	Piphillin	97	0.8719008452848704
sample_65	plants	Piphillin	97	0.8723601951827992
sample_66	plants	Piphillin	97	0.8892755091911243
sample_67	plants	Piphillin	97	0.9063544598108073
sample_68	plants	Piphillin	97	0.8918573468312249
sample_69	plants	Piphillin	97	0.859420868882091
sample_70	plants	Piphillin	97	0.861850558546641
sample_71	plants	Piphillin	97	0.9070420407743163
sample_72	plants	Piphillin	97	0.9077212330739807
sample_73	plants	Piphillin	97	0.907711812647449
sample_74	plants	Piphillin	97	0.891492892763242
sample_75	plants	Piphillin	97	0.897341597381198
sample_76	plants	Piphillin	97	0.8927262086007165
sample_77	plants	Piphillin	97	0.884209978282741
sample_78	plants	Piphillin	97	0.8982901664162779
sample_79	plants	Piphillin	97	0.9030918308029974
sample_80	plants	Piphillin	97	0.907437646706199
sample_81	plants	Piphillin	97	0.9054154210808002
sample_82	plants	Piphillin	97	0.8852708400658356
sample_83	plants	Piphillin	97	0.8673877501701325
sample_84	plants	Piphillin	97	0.9276452022748479
sample_85	plants	Piphillin	97	0.8984643099116348
sample_86	plants	Piphillin	97	0.8241070992290093
sample_87	plants	Piphillin	97	0.9070232125724299
sample_88	plants	Piphillin	97	0.8973514067379048
sample_89	plants	Piphillin	97	0.8525675068613543
sample_90	plants	Piphillin	97	0.8934119113347494
sample_91	plants	Piphillin	97	0.8914651156975102
sample_92	plants	Piphillin	97	0.8516344414260587
sample_93	plants	Piphillin	97	0.9153519816947995
sample_94	plants	Piphillin	97	0.9211826988183497
sample_95	plants	Piphillin	97	0.9215397867013051
sample_96	plants	Piphillin	97	0.8802975217433264
sample_97	plants	Piphillin	97	0.8942348824276438
sample_98	plants	Piphillin	97	0.877016585584389
sample_99	plants	Piphillin	97	0.8912530459399151
sample_100	plants	Piphillin	97	0.8857910853688113
sample_0	plants	Tax4Fun2	97	0.7341782862507409
sample_1	plants	Tax4Fun2	97	0.747385268712626
sample_2	plants	Tax4Fun2	97	0.7544957515738407
sample_3	plants	Tax4Fun2	97	0.7247337721023077
sample_4	plants	Tax4Fun2	97	0.7369475859686286
sample_5	plants	Tax4Fun2	97	0.7561483492402802
sample_6	plants	Tax4Fun2	97	0.7601620936319761
sample_7	plants	Tax4Fun2	97	0.7752377381027011
sample_8	plants	Tax4Fun2	97	0.750031031706758
sample_9	plants	Tax4Fun2	97	0.7377868076020371
sample_10	plants	Tax4Fun2	97	0.7807754894816695
sample_11	plants	Tax4Fun2	97	0.7734079319354031
sample_12	plants	Tax4Fun2	97	0.7350342867681593
sample_13	plants	Tax4Fun2	97	0.7150975100050466
sample_14	plants	Tax4Fun2	97	0.735793502073942
sample_15	plants	Tax4Fun2	97	0.7423502664119199
sample_16	plants	Tax4Fun2	97	0.7348460696346373
sample_17	plants	Tax4Fun2	97	0.7488506429969776
sample_18	plants	Tax4Fun2	97	0.7609068830195954
sample_19	plants	Tax4Fun2	97	0.7548100393195882
sample_20	plants	Tax4Fun2	97	0.7309528053813967
sample_21	plants	Tax4Fun2	97	0.7715149638029202
sample_22	plants	Tax4Fun2	97	0.7534388389707637
sample_23	plants	Tax4Fun2	97	0.734854713476516
sample_24	plants	Tax4Fun2	97	0.7211094272628622
sample_25	plants	Tax4Fun2	97	0.748151238486078
sample_26	plants	Tax4Fun2	97	0.7419077141652253
sample_27	plants	Tax4Fun2	97	0.7615585114951371
sample_28	plants	Tax4Fun2	97	0.7074173247961058
sample_29	plants	Tax4Fun2	97	0.7636466180841744
sample_30	plants	Tax4Fun2	97	0.7301970578992104
sample_31	plants	Tax4Fun2	97	0.7478322996133702
sample_32	plants	Tax4Fun2	97	0.7757769959808593
sample_33	plants	Tax4Fun2	97	0.7039135322888407
sample_34	plants	Tax4Fun2	97	0.7211542699194906
sample_35	plants	Tax4Fun2	97	0.7445687684910459
sample_36	plants	Tax4Fun2	97	0.7753057890898558
sample_37	plants	Tax4Fun2	97	0.7504775430887498
sample_38	plants	Tax4Fun2	97	0.7638473193682975
sample_39	plants	Tax4Fun2	97	0.7554256898392743
sample_40	plants	Tax4Fun2	97	0.7690858678043427
sample_41	plants	Tax4Fun2	97	0.7607301485069728
sample_42	plants	Tax4Fun2	97	0.7582664746093071
sample_43	plants	Tax4Fun2	97	0.7614437689807354
sample_44	plants	Tax4Fun2	97	0.7717301161039386
sample_45	plants	Tax4Fun2	97	0.7441516667898754
sample_46	plants	Tax4Fun2	97	0.75631943954232
sample_47	plants	Tax4Fun2	97	0.7234435650062602
sample_48	plants	Tax4Fun2	97	0.7246376088733891
sample_49	plants	Tax4Fun2	97	0.795265200322639
sample_50	plants	Tax4Fun2	97	0.7442555656105739
sample_51	plants	Tax4Fun2	97	0.7063613684922526
sample_52	plants	Tax4Fun2	97	0.7358632269022163
sample_53	plants	Tax4Fun2	97	0.7564375099692278
sample_54	plants	Tax4Fun2	97	0.7360293959386779
sample_55	plants	Tax4Fun2	97	0.7624691503612986
sample_56	plants	Tax4Fun2	97	0.7264984338220424
sample_57	plants	Tax4Fun2	97	0.732597160377815
sample_58	plants	Tax4Fun2	97	0.7530102578157685
sample_59	plants	Tax4Fun2	97	0.7624637997138589
sample_60	plants	Tax4Fun2	97	0.7505908711813957
sample_61	plants	Tax4Fun2	97	0.7740413769345995
sample_62	plants	Tax4Fun2	97	0.7439201962432138
sample_63	plants	Tax4Fun2	97	0.7525941982388147
sample_64	plants	Tax4Fun2	97	0.7224743045844152
sample_65	plants	Tax4Fun2	97	0.7646262623476257
sample_66	plants	Tax4Fun2	97	0.7396934180640483
sample_67	plants	Tax4Fun2	97	0.7836418605574191
sample_68	plants	Tax4Fun2	97	0.7315921594925648
sample_69	plants	Tax4Fun2	97	0.7371221998509669
sample_70	plants	Tax4Fun2	97	0.7310728889994914
sample_71	plants	Tax4Fun2	97	0.7409234849391804
sample_72	plants	Tax4Fun2	97	0.7834049305466039
sample_73	plants	Tax4Fun2	97	0.7344701278140743
sample_74	plants	Tax4Fun2	97	0.7419938986928198
sample_75	plants	Tax4Fun2	97	0.7291273800456092
sample_76	plants	Tax4Fun2	97	0.7453245699056172
sample_77	plants	Tax4Fun2	97	0.7366464362473792
sample_78	plants	Tax4Fun2	97	0.7640078805938979
sample_79	plants	Tax4Fun2	97	0.7707015596796981
sample_80	plants	Tax4Fun2	97	0.7273769438276436
sample_81	plants	Tax4Fun2	97	0.7553572622626706
sample_82	plants	Tax4Fun2	97	0.74673802704004
sample_83	plants	Tax4Fun2	97	0.715560672500551
sample_84	plants	Tax4Fun2	97	0.7620443745567175
sample_85	plants	Tax4Fun2	97	0.7598471366692329
sample_86	plants	Tax4Fun2	97	0.6967093064477291
sample_87	plants	Tax4Fun2	97	0.7465923845850025
sample_88	plants	Tax4Fun2	97	0.714616767300657
sample_89	plants	Tax4Fun2	97	0.703713627283321
sample_90	plants	Tax4Fun2	97	0.7308744682608285
sample_91	plants	Tax4Fun2	97	0.7661206441775906
sample_92	plants	Tax4Fun2	97	0.701821615905608
sample_93	plants	Tax4Fun2	97	0.7677158696051833
sample_94	plants	Tax4Fun2	97	0.7669544211326195
sample_95	plants	Tax4Fun2	97	0.7500535203244215
sample_96	plants	Tax4Fun2	97	0.7173373313387303
sample_97	plants	Tax4Fun2	97	0.7608619163894963
sample_98	plants	Tax4Fun2	97	0.7215058896127191
sample_99	plants	Tax4Fun2	97	0.7065738302363043
sample_100	plants	Tax4Fun2	97	0.7361830553960846
